episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,calendar_segment
tstech_discovery_r2_202504_USDJPY_mh_526,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,12898,1744942623000,1744942623357,3,1,0.053907458133,1744942623487,142.347,142.479,142.347,0.132,0.01,0.001,0,0.054,142.401,142.293,COST_DISTANCE_REJECT,0,0,,,0,0.146,0,0.146,0,0.146,,0.519,1744942623357,1744942622829,2
tstech_discovery_r2_202504_AUDUSD_mh_248,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,12903,1744943299250,1744943300956,3,1,0.000175879163,1744943302273,0.63847,0.63926,0.63926,0.00079,0.0001,1e-05,0,0.00018,0.63908,0.63944,COST_DISTANCE_REJECT,0,0,,,0,0.00084,0,0.00089,0,0.00091,,9.357,1744943300956,1744943299155,2
tstech_discovery_r2_202504_USDJPY_mh_527,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,12915,1744943771750,1744943783497,3,1,0.0595752007,1744943784871,142.344,142.435,142.344,0.091,0.01,0.001,0,0.06,142.404,142.284,COST_DISTANCE_REJECT,0,0,,,0,0.096,0,0.114,0,0.164,,0.831,1744943783497,1744943771494,2
tstech_discovery_r2_202504_USDCAD_mh_451,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,12929,1744944335500,1744944340424,3,1,0.000567656828,1744944340587,1.38338,1.38446,1.38338,0.00108,0.0001,1e-05,0,0.00057,1.38395,1.38281,COST_DISTANCE_REJECT,0,0,,,0,0.00108,0,0.00108,0,0.00202,,0.236,1744944340424,1744944335207,2
tstech_discovery_r2_202504_USDJPY_mh_528,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,12936,1744945665250,1744945666375,3,1,0.062397245569,1744945666679,142.199,142.301,142.199,0.102,0.01,0.001,0,0.063,142.262,142.136,COST_DISTANCE_REJECT,0,0,,,0,0.106,0,0.11,0,0.144,,0.201,1744945666375,1744945665068,2
tstech_discovery_r2_202504_USDCAD_mh_452,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,12937,1744945678500,1744945679350,3,1,0.000563555202,1744945679593,1.38448,1.38573,1.38573,0.00125,0.0001,1e-05,0,0.00057,1.38516,1.3863,COST_DISTANCE_REJECT,0,0,,,0,0.00198,0,0.00219,0,0.00219,,0.265,1744945679350,1744945678487,2
tstech_discovery_r2_202504_USDCHF_mh_455,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,12939,1744945757250,1744945759383,3,1,0.000254006957,1744945759458,0.81918,0.81975,0.81975,0.00057,0.0001,1e-05,0,0.00026,0.81949,0.82001,COST_DISTANCE_REJECT,0,0,,,0,0.00168,0,0.00194,0,0.00205,,0.378,1744945759383,1744945757237,2
tstech_discovery_r2_202504_GBPUSD_mh_474,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,12941,1744945764750,1744945765417,3,1,0.000419229466,1744945765417,1.32744,1.32767,1.32767,0.00023,0.0001,1e-05,0,0.00042,1.32725,1.32809,COST_DISTANCE_REJECT,0,0,,,0,0.00049,1e-05,0.00059,0.00024,0.00059,,20.921,1744945765417,1744945764613,2
tstech_discovery_r2_202504_AUDUSD_mh_249,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,12944,1744945791500,1744945792167,3,1,0.000196745507,1744945792268,0.63919,0.63945,0.63945,0.00026,0.0001,1e-05,0,0.0002,0.63925,0.63965,COST_DISTANCE_REJECT,0,0,,,0,0.00036,0,0.00041,0,0.00043,,0.201,1744945792167,1744945791263,2
tstech_discovery_r2_202504_USDJPY_mh_529,-1,0.00033540251226757,-0.57366167947715,0.00033540251226757,USDJPY,12956,1744946962250,1744946967653,3,1,0.069283754995,1744946967745,142.215,142.314,142.215,0.099,0.01,0.001,0,0.07,142.285,142.145,COST_DISTANCE_REJECT,0,0,,,0,0.139,0,0.159,0,0.159,,0.202,1744946967653,1744946961919,2
tstech_discovery_r2_202504_EURUSD_mh_358,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,12958,1744947388500,1744947389337,3,1,0.000315723397,1744947389337,1.13734,1.13812,1.13812,0.00078,0.0001,1e-05,0,0.00032,1.1378,1.13844,COST_DISTANCE_REJECT,0,0,,,0,0.00104,0,0.00104,0,0.00104,,0.486,1744947389337,1744947388314,2
tstech_discovery_r2_202504_USDCHF_mh_456,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,12960,1744947432750,1744947432958,3,1,0.000379615422,1744947433170,0.81781,0.81876,0.81876,0.00095,0.0001,1e-05,0,0.00038,0.81838,0.81914,COST_DISTANCE_REJECT,0,0,,,0,0.00126,0,0.00126,0,0.00126,,1.892,1744947432958,1744947432440,2
tstech_discovery_r2_202504_AUDUSD_mh_250,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,12968,1744947521500,1744947523246,3,1,0.000197080638,1744947523247,0.6387,0.63896,0.63896,0.00026,0.0001,1e-05,0,0.0002,0.63876,0.63916,COST_DISTANCE_REJECT,0,0,,,0,0.00044,0,0.00044,0,0.00044,,0.804,1744947523246,1744947521338,2
tstech_discovery_r2_202504_GBPUSD_mh_475,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,12974,1744947826500,1744947826618,3,1,0.000420697105,1744947826720,1.32805,1.32828,1.32828,0.00023,0.0001,1e-05,0,0.00043,1.32785,1.32871,COST_DISTANCE_REJECT,0,0,,,0,0.00041,0,0.00041,0.00013,0.00092,,638.519,1744947826618,1744947826315,2
tstech_discovery_r2_202504_USDJPY_mh_530,-1,-0.34903240873589,-0.57366167947715,-0.34903240873589,USDJPY,12975,1744948286500,1744948287051,3,1,0.068195514112,1744948287152,142.233,142.26,142.233,0.027,0.01,0.001,0,0.069,142.302,142.164,COST_DISTANCE_REJECT,0,0,,,0,0.039,0,0.224,0,0.224,,128.296,1744948287051,1744948286338,2
tstech_discovery_r2_202504_USDCHF_mh_457,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,12978,1744948494750,1744948495311,3,1,0.000399812347,1744948495583,0.81838,0.81887,0.81887,0.00049,0.0001,1e-05,0,0.0004,0.81847,0.81927,COST_DISTANCE_REJECT,0,0,,,0,0.00097,0,0.00097,0,0.00097,,0.367,1744948495311,1744948494562,2
tstech_discovery_r2_202504_EURUSD_mh_359,1,-0.17652697911591,-0.17652697911591,-0.469716604009,EURUSD,12978,1744948496500,1744948496741,3,1,0.000363175766,1744948496741,1.13705,1.13774,1.13774,0.00069,0.0001,1e-05,0,0.00037,1.13737,1.13811,COST_DISTANCE_REJECT,0,0,,,0.00081,0.0013,0.00081,0.0013,0.00081,0.0013,5.004,0.28,1744948496741,1744948496320,2
tstech_discovery_r2_202504_AUDUSD_mh_251,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,12990,1744949212500,1744949214182,3,1,0.000247918319,1744949214184,0.63836,0.63862,0.63862,0.00026,0.0001,1e-05,0,0.00025,0.63837,0.63887,COST_DISTANCE_REJECT,0,0,,,0,0.00029,0,0.0003,0.00013,0.0003,,0.201,1744949214182,1744949212128,2
tstech_discovery_r2_202504_USDCHF_mh_458,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCHF,12991,1744949521000,1744949521155,3,1,0.000474268025,1744949521451,0.81823,0.8186,0.8186,0.00037,0.0001,1e-05,0,0.00048,0.81812,0.81908,COST_DISTANCE_REJECT,0,0,,,0,0.00061,0,0.00061,0,0.00061,,13.356,1744949521155,1744949520751,2
tstech_discovery_r2_202504_GBPUSD_mh_476,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,12995,1744950697000,1744950697454,3,1,0.000419909056,1744950697978,1.32771,1.32793,1.32793,0.00022,0.0001,1e-05,0,0.00042,1.32751,1.32835,COST_DISTANCE_REJECT,0,0,,,0,0.0004,0,0.00051,0,0.00059,,206.537,1744950697454,1744950696871,2
tstech_discovery_r2_202504_USDCHF_mh_459,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,12996,1744951488500,1744951500010,3,1,0.000436424064,1744951500220,0.81854,0.81905,0.81905,0.00051,0.0001,1e-05,0,0.00044,0.81861,0.81949,COST_DISTANCE_REJECT,0,0,,,0,0.00055,0,0.00097,0,0.00101,,0.345,1744951500010,1744951488243,2
tstech_discovery_r2_202504_EURUSD_mh_360,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,EURUSD,13003,1744951712500,1744951714815,3,1,0.00048067267,1744951714815,1.13686,1.13727,1.13686,0.00041,0.0001,1e-05,0,0.00049,1.13735,1.13637,COST_DISTANCE_REJECT,0,0,,,0,0.00051,0,0.00051,0,0.00084,,3.315,1744951714815,1744951712399,2
tstech_discovery_r2_202504_USDCAD_mh_453,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13008,1744951847250,1744951847807,3,1,0.000274466675,1744951848243,1.38519,1.38551,1.38551,0.00032,0.0001,1e-05,0,0.00028,1.38523,1.38579,COST_DISTANCE_REJECT,0,0,,,0,0.00064,0,0.00064,0,0.00064,,0.302,1744951847807,1744951847241,2
tstech_discovery_r2_202504_GBPUSD_mh_477,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,13012,1744951934250,1744951935565,3,1,0.000392355856,1744951935906,1.32722,1.32745,1.32745,0.00023,0.0001,1e-05,0,0.0004,1.32705,1.32785,COST_DISTANCE_REJECT,0,0,,,0,0.0003,0,0.00034,0,0.00073,,310.937,1744951935565,1744951933893,2
tstech_discovery_r2_202504_EURUSD_mh_361,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,13018,1744953866500,1744953866712,3,1,0.000443545605,1744953866712,1.13696,1.13769,1.13769,0.00073,0.0001,1e-05,0,0.00045,1.13724,1.13814,COST_DISTANCE_REJECT,0,0,,,0,0.00074,0,0.00074,0,0.00074,,0.203,1744953866712,1744953866212,2
tstech_discovery_r2_202504_USDCAD_mh_454,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13019,1744953972000,1744953981129,3,1,0.000289586788,1744953982030,1.38523,1.38555,1.38555,0.00032,0.0001,1e-05,0,0.00029,1.38526,1.38584,COST_DISTANCE_REJECT,0,0,,,0,0.0004,0,0.00067,0,0.00067,,1.634,1744953981129,1744953971978,2
tstech_discovery_r2_202504_USDCHF_mh_460,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13021,1744954386000,1744954386655,3,1,0.00038895272,1744954386730,0.81827,0.81868,0.81868,0.00041,0.0001,1e-05,0,0.00039,0.81829,0.81907,COST_DISTANCE_REJECT,0,0,,,0,0.00074,0,0.00075,0,0.00081,,0.402,1744954386655,1744954385990,2
tstech_discovery_r2_202504_EURUSD_mh_362,1,-0.17652697911591,-0.17652697911591,-0.469716604009,EURUSD,13023,1744954851500,1744954851910,3,1,0.000426448773,1744954851910,1.13729,1.13749,1.13749,0.0002,0.0001,1e-05,0,0.00043,1.13706,1.13792,COST_DISTANCE_REJECT,0,0,,,0,0.00048,0,0.00048,0,0.00065,,24.314,1744954851910,1744954851072,2
tstech_discovery_r2_202504_USDCAD_mh_455,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13024,1744954974500,1744954976298,3,1,0.000321575137,1744954976457,1.38526,1.38558,1.38558,0.00032,0.0001,1e-05,0,0.00033,1.38525,1.38591,COST_DISTANCE_REJECT,0,0,,,0,0.00037,0,0.00037,0.00018,0.00037,,1.307,1744954976298,1744954974443,2
tstech_discovery_r2_202504_GBPUSD_mh_478,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13025,1744954986250,1744954989152,3,1,0.000315265544,1744954989225,1.32741,1.32764,1.32764,0.00023,0.0001,1e-05,0,0.00032,1.32732,1.32796,COST_DISTANCE_REJECT,0,0,,,0,0.00038,0,0.00051,0,0.0012,,15.79,1744954989152,1744954985908,2
tstech_discovery_r2_202504_USDCHF_mh_461,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13030,1744956066500,1744956067312,3,1,0.00034858442,1744956067543,0.81761,0.81803,0.81803,0.00042,0.0001,1e-05,0,0.00035,0.81768,0.81838,COST_DISTANCE_REJECT,0,0,,,0,0.00062,0,0.00066,0,0.00066,,1.507,1744956067312,1744956066477,2
tstech_discovery_r2_202504_USDCAD_mh_456,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCAD,13032,1744956184500,1744956185738,3,1,0.000332839897,1744956185739,1.38579,1.38604,1.38604,0.00025,0.0001,1e-05,0,0.00034,1.3857,1.38638,COST_DISTANCE_REJECT,0,0,,,0,0.00027,0,0.0006,0,0.0006,,74.054,1744956185738,1744956184233,2
tstech_discovery_r2_202504_AUDUSD_mh_252,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,AUDUSD,13035,1744956260500,1744956260675,3,1,0.000362644346,1744956260967,0.63669,0.63695,0.63669,0.00026,0.0001,1e-05,0,0.00037,0.63706,0.63632,COST_DISTANCE_REJECT,0,0,,,0,0.00035,0,0.00071,0,0.00077,,62.437,1744956260675,1744956260368,2
tstech_discovery_r2_202504_AUDUSD_mh_253,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,AUDUSD,13043,1744957845500,1744957848424,3,1,0.000332629501,1744957848602,0.63745,0.63771,0.63745,0.00026,0.0001,1e-05,0,0.00034,0.63779,0.63711,COST_DISTANCE_REJECT,0,0,,,0,0.00037,0,0.00084,0,0.00088,,45.155,1744957848424,1744957845394,2
tstech_discovery_r2_202504_USDCAD_mh_457,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13044,1744958114750,1744958150354,3,1,0.000343297377,0,0,0,0,0,0.0001,1e-05,0,0,0,0,NO_ENTRY,0,0,,,,,,,,,,,1744958150354,1744958114722,2
tstech_discovery_r2_202504_USDCAD_mh_458,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13055,1744959718000,1744959720008,3,1,0.000343788569,1744959720080,1.38602,1.38633,1.38633,0.00031,0.0001,1e-05,0,0.00035,1.38598,1.38668,COST_DISTANCE_REJECT,0,0,,,0,0.00039,0,0.00041,0,0.00041,,0.509,1744959720008,1744959717968,2
tstech_discovery_r2_202504_USDCAD_mh_459,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13056,1744961498250,1744961501856,3,1,0.000286233377,1744961501959,1.38622,1.38654,1.38654,0.00032,0.0001,1e-05,0,0.00029,1.38625,1.38683,COST_DISTANCE_REJECT,0,0,,,0,0.00053,0,0.00056,0,0.00056,,0.201,1744961501856,1744961498135,2
tstech_discovery_r2_202504_USDCHF_mh_462,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13063,1744962164500,1744962165337,3,1,0.00019467324,1744962165399,0.81797,0.81835,0.81835,0.00038,0.0001,1e-05,0,0.0002,0.81815,0.81855,COST_DISTANCE_REJECT,0,0,,,0,0.00044,0,0.00044,4e-05,0.00044,,0.349,1744962165337,1744962164304,2
tstech_discovery_r2_202504_USDCAD_mh_460,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13069,1744962565500,1744962565848,3,1,0.000289076068,1744962565849,1.38608,1.3864,1.3864,0.00032,0.0001,1e-05,0,0.00029,1.38611,1.38669,COST_DISTANCE_REJECT,0,0,,,0,0.00036,0,0.00041,0,0.00041,,0.205,1744962565848,1744962565447,2
tstech_discovery_r2_202504_USDCAD_mh_461,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13071,1744964464500,1744964482709,3,1,0.00025161422,1744964482922,1.38598,1.3863,1.3863,0.00032,0.0001,1e-05,0,0.00026,1.38604,1.38656,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00034,0.00021,0.00034,,0.202,1744964482709,1744964464438,2
tstech_discovery_r2_202504_EURUSD_mh_363,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,13074,1744965674500,1744965674771,3,1,0.000365866428,1744965674771,1.13669,1.13709,1.13709,0.0004,0.0001,1e-05,0,0.00037,1.13672,1.13746,COST_DISTANCE_REJECT,0,0,,,0,0.00059,0,0.00059,0.00013,0.00062,,0.3,1744965674771,1744965674367,2
tstech_discovery_r2_202504_USDCAD_mh_462,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13075,1744965763000,1744965771911,3,1,0.000264241039,1744965772011,1.38622,1.38654,1.38654,0.00032,0.0001,1e-05,0,0.00027,1.38627,1.38681,COST_DISTANCE_REJECT,0,0,,,0,0.00035,2e-05,0.00035,0.00012,0.0004,,0.202,1744965771911,1744965762959,2
tstech_discovery_r2_202504_AUDUSD_mh_254,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,13076,1744966118750,1744966125609,3,1,0.000264781953,1744966127237,0.63744,0.63769,0.63769,0.00025,0.0001,1e-05,0,0.00027,0.63742,0.63796,COST_DISTANCE_REJECT,0,0,,,0,0.00028,0,0.00046,7e-05,0.00047,,35.309,1744966125609,1744966118587,2
tstech_discovery_r2_202504_USDJPY_mh_531,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13080,1744966589750,1744966591292,3,1,0.026987925214,1744966591947,142.349,142.374,142.349,0.025,0.01,0.001,0,0.027,142.376,142.322,COST_DISTANCE_REJECT,0,0,,,0,0.05,0,0.055,0,0.06,,1.208,1744966591292,1744966589638,2
tstech_discovery_r2_202504_USDCAD_mh_463,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13083,1744967272250,1744967272582,3,1,0.000308030504,1744967272585,1.38622,1.38648,1.38648,0.00026,0.0001,1e-05,0,0.00031,1.38617,1.38679,COST_DISTANCE_REJECT,0,0,,,0,0.00045,0,0.00045,0,0.00096,,11.345,1744967272582,1744967272181,2
tstech_discovery_r2_202504_EURUSD_mh_364,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,13084,1744967595500,1744967595973,3,1,0.000373310802,1744967595973,1.13713,1.13732,1.13732,0.00019,0.0001,1e-05,0,0.00038,1.13694,1.1377,COST_DISTANCE_REJECT,0,0,,,0,0.00021,9e-05,0.00046,0.00023,0.00053,,166.308,1744967595973,1744967595470,2
tstech_discovery_r2_202504_AUDUSD_mh_255,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,13086,1744968245750,1744968246695,3,1,0.000263256916,1744968247929,0.63793,0.63817,0.63817,0.00024,0.0001,1e-05,0,0.00027,0.6379,0.63844,COST_DISTANCE_REJECT,0,0,,,0,0.00032,0,0.00063,0,0.00063,,19.205,1744968246695,1744968245620,2
tstech_discovery_r2_202504_USDCAD_mh_464,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCAD,13087,1744968329250,1744968329919,3,1,0.000394659496,1744968330450,1.38536,1.38591,1.38536,0.00055,0.0001,1e-05,0,0.0004,1.38576,1.38496,COST_DISTANCE_REJECT,0,0,,,0,0.00082,0,0.00092,0,0.00111,,1.606,1744968329919,1744968329243,2
tstech_discovery_r2_202504_GBPUSD_mh_479,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,13088,1744968334250,1744968334743,3,1,0.000368137255,1744968334745,1.3267,1.32718,1.32718,0.00048,0.0001,1e-05,0,0.00037,1.32681,1.32755,COST_DISTANCE_REJECT,0,0,,,0,0.00054,0,0.00063,0,0.00076,,0.3,1744968334743,1744968334139,2
tstech_discovery_r2_202504_USDCHF_mh_463,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13089,1744968601000,1744968602162,3,1,0.000229456214,1744968602525,0.8187,0.81889,0.81889,0.00019,0.0001,1e-05,0,0.00023,0.81866,0.81912,COST_DISTANCE_REJECT,0,0,,,0.00013,0.0005,0.00022,0.00066,0.00022,0.00072,,1.113,1744968602162,1744968600657,2
tstech_discovery_r2_202504_EURUSD_mh_365,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,13103,1744968727250,1744968727950,3,1,0.000397769154,1744968727950,1.13671,1.13753,1.13753,0.00082,0.0001,1e-05,0,0.0004,1.13713,1.13793,COST_DISTANCE_REJECT,0,0,,,0,0.00092,0,0.00092,0,0.00108,,0.198,1744968727950,1744968727242,2
tstech_discovery_r2_202504_AUDUSD_mh_256,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,13126,1744969527250,1744969529112,3,1,0.000292234281,1744969529191,0.63784,0.63808,0.63808,0.00024,0.0001,1e-05,0,0.0003,0.63778,0.63838,COST_DISTANCE_REJECT,0,0,,,0,0.00024,0,0.00042,0,0.0005,,140.559,1744969529112,1744969527079,2
tstech_discovery_r2_202504_USDCAD_mh_465,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,13127,1744969549250,1744969549436,3,1,0.000472070229,1744969549639,1.38595,1.38625,1.38595,0.0003,0.0001,1e-05,0,0.00048,1.38643,1.38547,COST_DISTANCE_REJECT,0,0,,,0,0.00041,0,0.00059,0.00084,0.00091,865.909,103.263,1744969549436,1744969549037,2
tstech_discovery_r2_202504_USDCHF_mh_464,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13128,1744969679500,1744969679972,3,1,0.000293628026,1744969680024,0.81883,0.81943,0.81943,0.0006,0.0001,1e-05,0,0.0003,0.81913,0.81973,COST_DISTANCE_REJECT,0,0,,,0,0.00089,0,0.0009,0,0.0009,,0.691,1744969679972,1744969679332,2
tstech_discovery_r2_202504_GBPUSD_mh_480,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,13130,1744969889000,1744969893894,3,1,0.00037049337,1744969893897,1.3269,1.32747,1.32747,0.00057,0.0001,1e-05,0,0.00038,1.32709,1.32785,COST_DISTANCE_REJECT,0,0,,,0,0.00076,0,0.0008,0,0.00113,,0.301,1744969893894,1744969888871,2
tstech_discovery_r2_202504_USDJPY_mh_532,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13131,1744969909500,1744969909990,3,1,0.036491062829,1744969910996,142.337,142.398,142.337,0.061,0.01,0.001,0,0.037,142.374,142.3,COST_DISTANCE_REJECT,0,0,,,0,0.061,0,0.074,0.005,0.078,,0.201,1744969909990,1744969909387,2
tstech_discovery_r2_202504_EURUSD_mh_366,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,EURUSD,13160,1744970485250,1744970485530,3,1,0.00047568669,1744970485530,1.13637,1.1368,1.13637,0.00043,0.0001,1e-05,0,0.00048,1.13685,1.13589,COST_DISTANCE_REJECT,0,0,,,0.00018,0.00086,0.00018,0.001,0.00018,0.00143,,0.203,1744970485530,1744970485128,2
tstech_discovery_r2_202504_USDCHF_mh_465,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13202,1744970737250,1744970737411,3,1,0.000378039881,1744970737649,0.8189,0.81939,0.8189,0.00049,0.0001,1e-05,0,0.00038,0.81928,0.81852,COST_DISTANCE_REJECT,0,0,,,0,0.00054,4e-05,0.00054,0.00051,0.00054,746.194,0.463,1744970737411,1744970736970,2
tstech_discovery_r2_202504_USDCAD_mh_466,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCAD,13204,1744970813250,1744970814027,3,1,0.000573259782,1744970814131,1.38496,1.38525,1.38496,0.00029,0.0001,1e-05,0,0.00058,1.38554,1.38438,COST_DISTANCE_REJECT,0,0,,,0,0.00102,0,0.00108,0,0.00119,,35.793,1744970814027,1744970813091,2
tstech_discovery_r2_202504_GBPUSD_mh_481,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,GBPUSD,13222,1744971538250,1744971538617,3,1,0.000460111403,1744971538655,1.32758,1.32804,1.32804,0.00046,0.0001,1e-05,0,0.00047,1.32757,1.32851,COST_DISTANCE_REJECT,0,0,,,0,0.00057,0,0.00061,0,0.00101,,0.2,1744971538617,1744971538152,2
tstech_discovery_r2_202504_USDCAD_mh_467,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,13227,1744972016000,1744972017179,3,1,0.000619359711,1744972017182,1.38549,1.38606,1.38549,0.00057,0.0001,1e-05,0,0.00062,1.38611,1.38487,COST_DISTANCE_REJECT,0,0,,,0,0.0006,3e-05,0.00063,0.00023,0.00063,,243.868,1744972017179,1744972015879,2
tstech_discovery_r2_202504_GBPUSD_mh_482,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,GBPUSD,13250,1744972913500,1744972914005,3,1,0.000487133621,1744972914216,1.32684,1.32705,1.32684,0.00021,0.0001,1e-05,0,0.00049,1.32733,1.32635,COST_DISTANCE_REJECT,0,0,,,0,0.0005,0,0.00061,0.00024,0.00061,,19.922,1744972914005,1744972913401,2
tstech_discovery_r2_202504_USDCAD_mh_468,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCAD,13251,1744973003500,1744973003709,3,1,0.000636426123,1744973003813,1.38498,1.38558,1.38498,0.0006,0.0001,1e-05,0,0.00064,1.38562,1.38434,COST_DISTANCE_REJECT,0,0,,,0,0.00069,0,0.001,0,0.00174,,1.109,1744973003709,1744973003410,2
tstech_discovery_r2_202504_USDCAD_mh_469,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCAD,13260,1744974063000,1744974063348,3,1,0.000668616631,1744974069158,1.38665,1.38686,1.38665,0.00021,0.0001,1e-05,0,0.00067,1.38732,1.38598,TIME,1744974975730,1.38647,1.799999999998,0.268656716418,0,0.00022,4e-05,0.00033,0.00018,0.00033,,,1744974063348,1744974062943,2
tstech_discovery_r2_202504_GBPUSD_mh_483,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,GBPUSD,13261,1744974075750,1744974076223,3,1,0.000496413041,1744974076232,1.32642,1.32663,1.32663,0.00021,0.0001,1e-05,0,0.0005,1.32613,1.32713,COST_DISTANCE_REJECT,0,0,,,0,0.00047,0,0.00061,0,0.00085,,127.381,1744974076223,1744974075410,2
tstech_discovery_r2_202504_USDCHF_mh_466,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13263,1744974265000,1744974265358,3,1,0.000349376543,1744974265602,0.81831,0.81894,0.81894,0.00063,0.0001,1e-05,0,0.00035,0.81859,0.81929,COST_DISTANCE_REJECT,0,0,,,0,0.00065,0,0.00068,0,0.00123,,0.395,1744974265358,1744974264794,2
tstech_discovery_r2_202504_USDCAD_mh_470,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,13274,1744975285750,1744975286997,3,1,0.000629826364,1744975287024,1.3863,1.38657,1.3863,0.00027,0.0001,1e-05,0,0.00063,1.38693,1.38567,COST_DISTANCE_REJECT,0,0,,,0,0.00031,0.00011,0.00037,0.00011,0.00058,,,1744975286997,1744975285414,2
tstech_discovery_r2_202504_GBPUSD_mh_484,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,GBPUSD,13275,1744975503500,1744975504017,3,1,0.000497700561,1744975504236,1.3264,1.32661,1.32661,0.00021,0.0001,1e-05,0,0.0005,1.32611,1.32711,COST_DISTANCE_REJECT,0,0,,,0,0.00046,0,0.00091,0,0.00092,,103.479,1744975504017,1744975503431,2
