episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,calendar_segment
tstech_discovery_r2_202504_USDCHF_mh_467,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCHF,13277,1744975695000,1744975695557,3,1,0.000398935013,1744975695689,0.81788,0.81846,0.81788,0.00058,0.0001,1e-05,0,0.0004,0.81828,0.81748,COST_DISTANCE_REJECT,0,0,,,0,0.00065,0,0.00075,0,0.00133,,0.335,1744975695557,1744975694966,2
tstech_discovery_r2_202504_USDCHF_mh_468,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13343,1744976797750,1744976804675,3,1,0.000391647828,1744976804809,0.81843,0.81895,0.81843,0.00052,0.0001,1e-05,0,0.0004,0.81883,0.81803,COST_DISTANCE_REJECT,0,0,,,0,0.00085,0,0.00102,0,0.00137,,0.731,1744976804675,1744976797547,2
tstech_discovery_r2_202504_USDCAD_mh_471,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13354,1744976997000,1744977000235,3,1,0.000551600786,1744977000338,1.38641,1.38668,1.38668,0.00027,0.0001,1e-05,0,0.00056,1.38612,1.38724,COST_DISTANCE_REJECT,0,0,,,0,0.00031,0,0.00072,0,0.00082,,196.825,1744977000235,1744976996717,2
tstech_discovery_r2_202504_USDCHF_mh_469,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13387,1744977993250,1744977994704,3,1,0.000436311528,1744977995251,0.81881,0.81957,0.81881,0.00076,0.0001,1e-05,0,0.00044,0.81925,0.81837,COST_DISTANCE_REJECT,0,0,,,0,0.00078,0,0.00078,0,0.0008,,0.348,1744977994704,1744977993110,2
tstech_discovery_r2_202504_USDCAD_mh_472,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13403,1744978740000,1744978741141,3,1,0.000494942538,1744978742954,1.38558,1.38621,1.38621,0.00063,0.0001,1e-05,0,0.0005,1.38571,1.38671,COST_DISTANCE_REJECT,0,0,,,0,0.00069,0,0.00083,0,0.00114,,0.303,1744978741141,1744978739835,2
tstech_discovery_r2_202504_USDCHF_mh_470,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13404,1744979118500,1744979118924,3,1,0.000441757434,1744979119032,0.81863,0.81917,0.81863,0.00054,0.0001,1e-05,0,0.00045,0.81908,0.81818,COST_DISTANCE_REJECT,0,0,,,0,0.00075,0,0.00075,0,0.00075,,0.353,1744979118924,1744979118314,2
tstech_discovery_r2_202504_GBPUSD_mh_485,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13407,1744979447500,1744979448050,3,1,0.000443464948,1744979448349,1.32704,1.32725,1.32725,0.00021,0.0001,1e-05,0,0.00045,1.3268,1.3277,COST_DISTANCE_REJECT,0,0,,,0,0.00045,0,0.0005,0,0.0005,,59.126,1744979448050,1744979447498,2
tstech_discovery_r2_202504_USDCAD_mh_473,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13416,1744979802500,1744979804096,3,1,0.000518908888,1744979805092,1.38528,1.38594,1.38594,0.00066,0.0001,1e-05,0,0.00052,1.38542,1.38646,COST_DISTANCE_REJECT,0,0,,,0,0.00076,0,0.00082,0,0.00082,,0.298,1744979804096,1744979802273,2
tstech_discovery_r2_202504_USDCHF_mh_471,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCHF,13422,1744980151250,1744980151793,3,1,0.000431658557,1744980151989,0.8185,0.81916,0.81916,0.00066,0.0001,1e-05,0,0.00044,0.81872,0.8196,COST_DISTANCE_REJECT,0,0,,,0,0.0007,0,0.00073,0,0.00073,,0.347,1744980151793,1744980151224,2
tstech_discovery_r2_202504_USDCAD_mh_474,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13440,1744980988000,1744980988280,3,1,0.00048850965,1744980989894,1.38572,1.38631,1.38631,0.00059,0.0001,1e-05,0,0.00049,1.38582,1.3868,COST_DISTANCE_REJECT,0,0,,,0,0.00068,0,0.00091,0,0.00116,,2.012,1744980988280,1744980987891,2
tstech_discovery_r2_202504_USDCHF_mh_472,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCHF,13442,1744981225500,1744981225845,3,1,0.000411574345,1744981226017,0.81859,0.81894,0.81894,0.00035,0.0001,1e-05,0,0.00042,0.81852,0.81936,COST_DISTANCE_REJECT,0,0,,,0,0.00036,0,0.00063,7e-05,0.00063,,81.94,1744981225845,1744981225283,2
tstech_discovery_r2_202504_USDCAD_mh_475,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13468,1744982159500,1744982159950,3,1,0.000497238497,1744982160158,1.38528,1.38594,1.38594,0.00066,0.0001,1e-05,0,0.0005,1.38544,1.38644,COST_DISTANCE_REJECT,0,0,,,0,0.00101,0,0.00159,0,0.00159,,0.604,1744982159950,1744982159256,2
tstech_discovery_r2_202504_USDCHF_mh_473,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13469,1744982306750,1744982307263,3,1,0.000418461675,1744982307590,0.81838,0.8188,0.81838,0.00042,0.0001,1e-05,0,0.00042,0.8188,0.81796,COST_DISTANCE_REJECT,0,0,,,0,0.00077,0,0.00089,0,0.00089,,1.066,1744982307263,1744982306430,2
tstech_discovery_r2_202504_GBPUSD_mh_486,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13472,1744983444250,1744983447348,3,1,0.000406029303,1744983447375,1.32663,1.3271,1.3271,0.00047,0.0001,1e-05,0,0.00041,1.32669,1.32751,COST_DISTANCE_REJECT,0,0,,,0,0.00047,0,0.00049,3e-05,0.00059,,6.837,1744983447348,1744983444158,2
tstech_discovery_r2_202504_USDCAD_mh_476,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13474,1744983569500,1744983570330,3,1,0.000552763399,1744983571941,1.38529,1.38593,1.38593,0.00064,0.0001,1e-05,0,0.00056,1.38537,1.38649,COST_DISTANCE_REJECT,0,0,,,0,0.00082,0,0.00094,0,0.00118,,0.402,1744983570330,1744983569327,2
tstech_discovery_r2_202504_USDCHF_mh_474,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13478,1744984658000,1744984658253,3,1,0.000377328529,1744984658402,0.81859,0.81894,0.81894,0.00035,0.0001,1e-05,0,0.00038,0.81856,0.81932,COST_DISTANCE_REJECT,0,0,,,0,0.00058,1e-05,0.00063,1e-05,0.00107,,0.442,1744984658253,1744984657728,2
tstech_discovery_r2_202504_GBPUSD_mh_487,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13483,1744984964250,1744984965565,3,1,0.000440365841,1744984965759,1.32756,1.32776,1.32776,0.0002,0.0001,1e-05,0,0.00045,1.32731,1.32821,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00063,0,0.00063,,91.819,1744984965565,1744984964113,2
tstech_discovery_r2_202504_USDCAD_mh_477,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13485,1744985061750,1744985062097,3,1,0.000561479444,1744985062216,1.38611,1.38639,1.38639,0.00028,0.0001,1e-05,0,0.00057,1.38582,1.38696,COST_DISTANCE_REJECT,0,0,,,0,0.00035,4e-05,0.00051,4e-05,0.00064,,436.082,1744985062097,1744985061410,2
tstech_discovery_r2_202504_USDCAD_mh_478,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13488,1744986035500,1744986041438,3,1,0.00056815583,1744986042226,1.38592,1.38648,1.38648,0.00056,0.0001,1e-05,0,0.00057,1.38591,1.38705,COST_DISTANCE_REJECT,0,0,,,0,0.00067,0,0.00146,0,0.00159,,1.004,1744986041438,1744986035488,2
tstech_discovery_r2_202504_USDJPY_mh_533,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13489,1744986143750,1744986145109,3,1,0.022717131107,1744986145497,142.358,142.382,142.358,0.024,0.01,0.001,0,0.023,142.381,142.335,COST_DISTANCE_REJECT,0,0,,,0,0.035,0,0.035,0.034,0.035,837.219,0.702,1744986145109,1744986143588,2
tstech_discovery_r2_202504_USDCAD_mh_479,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,13494,1744987052000,1744987053170,3,1,0.000654773453,1744987053198,1.38665,1.38686,1.38665,0.00021,0.0001,1e-05,0,0.00066,1.38731,1.38599,TIME,1744987953314,1.38685,-2,-0.30303030303,7e-05,0.00022,0.00018,0.00029,0.00018,0.00048,,,1744987053170,1744987051986,2
tstech_discovery_r2_202504_USDJPY_mh_534,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13495,1744987871750,1744987871963,3,1,0.027983830212,1744987872046,142.301,142.324,142.301,0.023,0.01,0.001,0,0.028,142.329,142.273,COST_DISTANCE_REJECT,0,0,,,0,0.078,0.009,0.078,0.009,0.103,,2.11,1744987871963,1744987871750,2
tstech_discovery_r2_202504_USDCHF_mh_475,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13496,1744988141250,1744988141881,3,1,0.0003158485,1744988142164,0.81773,0.81827,0.81827,0.00054,0.0001,1e-05,0,0.00032,0.81795,0.81859,COST_DISTANCE_REJECT,0,0,,,0,0.00061,0,0.00066,0,0.0008,,0.376,1744988141881,1744988141067,2
tstech_discovery_r2_202504_USDCAD_mh_480,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13498,1744988481000,1744988481274,3,1,0.000618160457,1744988481375,1.38565,1.38631,1.38631,0.00066,0.0001,1e-05,0,0.00062,1.38569,1.38693,COST_DISTANCE_REJECT,0,0,,,0,0.0007,0,0.00076,0,0.00094,,0.204,1744988481274,1744988480973,2
tstech_discovery_r2_202504_EURUSD_mh_367,1,-0.17652697911591,-0.17652697911591,-0.469716604009,EURUSD,13501,1744988678250,1744988678616,3,1,0.00027751944,1744988678616,1.13816,1.1386,1.1386,0.00044,0.0001,1e-05,0,0.00028,1.13832,1.13888,COST_DISTANCE_REJECT,0,0,,,0,0.00047,0,0.00047,0,0.00055,,0.2,1744988678616,1744988678149,2
tstech_discovery_r2_202504_USDCAD_mh_481,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13504,1744989557250,1744989557846,3,1,0.00056482818,1744989557947,1.38525,1.38586,1.38586,0.00061,0.0001,1e-05,0,0.00057,1.38529,1.38643,COST_DISTANCE_REJECT,0,0,,,0,0.00085,0,0.00106,0,0.00144,,0.201,1744989557846,1744989557244,2
tstech_discovery_r2_202504_USDJPY_mh_535,-1,-0.34903240873589,-0.57366167947715,-0.34903240873589,USDJPY,13506,1744990325750,1744990330032,3,1,0.040796730291,1744990331541,142.334,142.358,142.334,0.024,0.01,0.001,0,0.041,142.375,142.293,COST_DISTANCE_REJECT,0,0,,,0.016,0.03,0.019,0.047,0.019,0.047,,215.368,1744990330032,1744990325705,2
tstech_discovery_r2_202504_USDCHF_mh_476,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13508,1744992221500,1744992222655,3,1,0.000259575893,1744992222948,0.8177,0.81826,0.81826,0.00056,0.0001,1e-05,0,0.00026,0.818,0.81852,COST_DISTANCE_REJECT,0,0,,,0,0.00059,6e-05,0.00081,0.00018,0.00081,,1.962,1744992222655,1744992221449,2
tstech_discovery_r2_202504_EURUSD_mh_368,1,-0.17652697911591,-0.17652697911591,-0.469716604009,EURUSD,13515,1744992753750,1744992754454,3,1,0.000269055103,1744992754454,1.1376,1.13808,1.13808,0.00048,0.0001,1e-05,0,0.00027,1.13781,1.13835,COST_DISTANCE_REJECT,0,0,,,0,0.00051,0,0.00056,3e-05,0.00068,,3.315,1744992754454,1744992753343,2
tstech_discovery_r2_202504_GBPUSD_mh_488,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13522,1744993148500,1744993148603,3,1,0.000346187564,1744993148804,1.32745,1.328,1.328,0.00055,0.0001,1e-05,0,0.00035,1.32765,1.32835,COST_DISTANCE_REJECT,0,0,,,0,0.00063,0,0.00071,0,0.00089,,1.306,1744993148603,1744993148301,2
tstech_discovery_r2_202504_USDCHF_mh_477,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13523,1744993236500,1744993236656,3,1,0.000316381642,1744993236971,0.81759,0.8185,0.8185,0.00091,0.0001,1e-05,0,0.00032,0.81818,0.81882,COST_DISTANCE_REJECT,0,0,,,0,0.00143,0,0.00143,0,0.00157,,0.509,1744993236656,1744993236170,2
tstech_discovery_r2_202504_USDCAD_mh_482,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13529,1744993716500,1744993722875,3,1,0.000430709227,1744993723581,1.38518,1.38623,1.38623,0.00105,0.0001,1e-05,0,0.00044,1.38579,1.38667,COST_DISTANCE_REJECT,0,0,,,0,0.00111,0,0.00111,0,0.00111,,0.804,1744993722875,1744993716346,2
tstech_discovery_r2_202504_USDCHF_mh_478,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13536,1744994470750,1744994472181,3,1,0.000374204394,1744994472335,0.81751,0.8179,0.8179,0.00039,0.0001,1e-05,0,0.00038,0.81752,0.81828,COST_DISTANCE_REJECT,0,0,,,0,0.00044,0,0.0006,0,0.0006,,0.341,1744994472181,1744994470582,2
tstech_discovery_r2_202504_USDCAD_mh_483,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13538,1744994834000,1744994837190,3,1,0.000442509272,1744994837351,1.38622,1.38651,1.38651,0.00029,0.0001,1e-05,0,0.00045,1.38606,1.38696,COST_DISTANCE_REJECT,0,0,,,0,0.00029,0.00037,0.00029,0.00037,0.00095,,806.573,1744994837190,1744994833717,2
tstech_discovery_r2_202504_USDCHF_mh_479,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13541,1744995614500,1744995616130,3,1,0.000371624367,1744995616132,0.81785,0.81805,0.81805,0.0002,0.0001,1e-05,0,0.00038,0.81767,0.81843,COST_DISTANCE_REJECT,0,0,,,0,0.00033,0,0.00034,0,0.00037,,,1744995616130,1744995614404,2
tstech_discovery_r2_202504_USDCAD_mh_484,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCAD,13545,1744996266750,1744996267207,3,1,0.000542613988,1744996267228,1.38442,1.38511,1.38511,0.00069,0.0001,1e-05,0,0.00055,1.38456,1.38566,COST_DISTANCE_REJECT,0,0,,,0,0.0007,0.00031,0.0007,0.00101,0.0007,669.043,0.201,1744996267207,1744996266537,2
tstech_discovery_r2_202504_USDCHF_mh_480,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13548,1744996994000,1744996995396,3,1,0.0003413589,1744996995397,0.81823,0.81842,0.81842,0.00019,0.0001,1e-05,0,0.00035,0.81807,0.81877,COST_DISTANCE_REJECT,0,0,,,0,0.00055,0,0.00073,3e-05,0.00073,,1.656,1744996995396,1744996993641,2
tstech_discovery_r2_202504_GBPUSD_mh_489,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13550,1744997060000,1744997060632,3,1,0.000323959636,1744997060632,1.32781,1.32837,1.32837,0.00056,0.0001,1e-05,0,0.00033,1.32804,1.3287,COST_DISTANCE_REJECT,0,0,,,0,0.00076,0,0.00078,0,0.00078,,0.201,1744997060632,1744997059728,2
tstech_discovery_r2_202504_USDCHF_mh_481,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13584,1744998104500,1744998105303,3,1,0.000377518782,1744998105513,0.81824,0.81858,0.81858,0.00034,0.0001,1e-05,0,0.00038,0.8182,0.81896,COST_DISTANCE_REJECT,0,0,,,0,0.00038,0,0.0007,0,0.0017,,23.484,1744998105303,1744998104319,2
tstech_discovery_r2_202504_GBPUSD_mh_490,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,13585,1744998379750,1744998383534,3,1,0.000332694256,1744998383544,1.32821,1.32871,1.32871,0.0005,0.0001,1e-05,0,0.00034,1.32837,1.32905,COST_DISTANCE_REJECT,0,0,,,0,0.00054,0,0.00054,0,0.00094,,0.202,1744998383534,1744998379625,2
tstech_discovery_r2_202504_USDJPY_mh_536,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13587,1744998729500,1744998730146,3,1,0.025624866864,1744998730260,142.254,142.278,142.254,0.024,0.01,0.001,0,0.026,142.28,142.228,COST_DISTANCE_REJECT,0,0,,,0,0.052,0,0.053,0.004,0.072,,2.655,1744998730146,1744998729440,2
tstech_discovery_r2_202504_USDCHF_mh_482,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,USDCHF,13593,1744999213000,1744999213217,3,1,0.000404090065,1744999213902,0.81701,0.81742,0.81701,0.00041,0.0001,1e-05,0,0.00041,0.81742,0.8166,COST_DISTANCE_REJECT,0,0,,,0,0.00075,0,0.0008,0,0.00084,,0.337,1744999213217,1744999212722,2
tstech_discovery_r2_202504_USDCHF_mh_483,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13594,1745001000500,1745001000984,3,1,0.000365479812,1745001003365,0.81771,0.81823,0.81823,0.00052,0.0001,1e-05,0,0.00037,0.81786,0.8186,COST_DISTANCE_REJECT,0,0,,,0,0.00074,0,0.00088,0,0.00121,,0.399,1745001000984,1745001000219,2
tstech_discovery_r2_202504_USDJPY_mh_537,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13596,1745001616000,1745001632226,3,1,0.029576137428,1745001632671,142.217,142.277,142.217,0.06,0.01,0.001,0,0.03,142.247,142.187,COST_DISTANCE_REJECT,0,0,,,0,0.067,0,0.069,0,0.07,,0.401,1745001632226,1745001615991,2
tstech_discovery_r2_202504_USDCHF_mh_484,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13600,1745002400250,1745002404272,3,1,0.000352393766,1745002404312,0.81731,0.81772,0.81772,0.00041,0.0001,1e-05,0,0.00036,0.81736,0.81808,COST_DISTANCE_REJECT,0,0,,,0,0.00058,0,0.00065,0,0.00065,,0.342,1745002404272,1745002399907,2
tstech_discovery_r2_202504_USDCAD_mh_485,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCAD,13604,1745002801250,1745002801471,3,1,0.000445790229,1745002801679,1.38469,1.38499,1.38499,0.0003,0.0001,1e-05,0,0.00045,1.38454,1.38544,COST_DISTANCE_REJECT,0,0,,,0,0.00041,0,0.00058,0,0.00058,,67.659,1745002801471,1745002800870,2
tstech_discovery_r2_202504_USDJPY_mh_538,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13605,1745004286500,1745004287403,3,1,0.031175846044,1745004288176,142.151,142.174,142.151,0.023,0.01,0.001,0,0.032,142.183,142.119,COST_DISTANCE_REJECT,0,0,,,0,0.026,0.012,0.04,0.021,0.072,,175.228,1745004287403,1745004286366,2
tstech_discovery_r2_202504_USDCAD_mh_486,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,13606,1745005772250,1745005773665,3,1,0.000393289394,1745005774156,1.38515,1.38545,1.38545,0.0003,0.0001,1e-05,0,0.0004,1.38505,1.38585,COST_DISTANCE_REJECT,0,0,,,0,0.00042,0,0.00042,0,0.00096,,45.248,1745005773665,1745005772046,2
tstech_discovery_r2_202504_USDCHF_mh_485,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13607,1745008181250,1745008182798,3,1,0.000245573361,1745008183159,0.81733,0.81765,0.81765,0.00032,0.0001,1e-05,0,0.00025,0.8174,0.8179,COST_DISTANCE_REJECT,0,0,,,0,0.00037,0,0.00057,0,0.00069,,0.468,1745008182798,1745008181250,2
tstech_discovery_r2_202504_USDCAD_mh_487,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,13608,1745008874500,1745008875334,3,1,0.000399428067,1745008877632,1.38463,1.38493,1.38493,0.0003,0.0001,1e-05,0,0.0004,1.38453,1.38533,COST_DISTANCE_REJECT,0,0,,,0,0.00039,0,0.00045,0,0.00056,,62,1745008875334,1745008874369,2
tstech_discovery_r2_202504_USDCHF_mh_486,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13610,1745013094750,1745013095023,3,1,0.000219556823,1745013095362,0.8163,0.8167,0.8167,0.0004,0.0001,1e-05,0,0.00022,0.81648,0.81692,COST_DISTANCE_REJECT,0,0,,,0,0.00041,0,0.00041,0,0.00041,,0.449,1745013095023,1745013094602,2
tstech_discovery_r2_202504_USDCHF_mh_487,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13611,1745015401000,1745015402373,3,1,0.000177149643,1745015402424,0.81643,0.8167,0.8167,0.00027,0.0001,1e-05,0,0.00018,0.81652,0.81688,COST_DISTANCE_REJECT,0,0,,,0,0.00036,0,0.00049,0,0.00049,,3.007,1745015402373,1745015400523,2
tstech_discovery_r2_202504_GBPUSD_mh_491,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13612,1745016661750,1745016668265,3,1,0.000284356165,1745016668266,1.32885,1.32998,1.32998,0.00113,0.0001,1e-05,0,0.00029,1.32969,1.33027,COST_DISTANCE_REJECT,0,0,,,0,0.00118,0,0.00129,0,0.00148,,0.203,1745016668265,1745016661639,2
tstech_discovery_r2_202504_USDCHF_mh_488,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,13615,1745016822500,1745016825118,3,1,0.000180149181,1745016830285,0.81645,0.81718,0.81718,0.00073,0.0001,1e-05,0,0.00019,0.81699,0.81737,COST_DISTANCE_REJECT,0,0,,,0,0.00074,0,0.00078,0,0.0008,,5.478,1745016825118,1745016822324,2
tstech_discovery_r2_202504_GBPUSD_mh_492,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,13617,1745017869500,1745017870274,3,1,0.00030470628,1745017870510,1.32934,1.32958,1.32958,0.00024,0.0001,1e-05,0,0.00031,1.32927,1.32989,COST_DISTANCE_REJECT,0,0,,,0,0.00079,0,0.00083,0.00022,0.001,,17.453,1745017870274,1745017869295,2
tstech_discovery_r2_202504_USDJPY_mh_539,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13619,1745017930750,1745017931497,3,1,0.031003878014,1745017932105,142.133,142.213,142.133,0.08,0.01,0.001,0,0.032,142.165,142.101,COST_DISTANCE_REJECT,0,0,,,0,0.082,0,0.082,0,0.1,,1.315,1745017931497,1745017930392,2
tstech_discovery_r2_202504_USDCHF_mh_489,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13623,1745018674000,1745018679664,3,1,0.000184429918,1745018679810,0.81618,0.81668,0.81668,0.0005,0.0001,1e-05,0,0.00019,0.81649,0.81687,COST_DISTANCE_REJECT,0,0,,,0,0.00064,0,0.00077,0,0.00092,,0.332,1745018679664,1745018673963,2
tstech_discovery_r2_202504_USDCAD_mh_488,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,USDCAD,13643,1745019635750,1745019638659,3,1,0.000307324269,1745019638770,1.38342,1.38455,1.38342,0.00113,0.0001,1e-05,0,0.00031,1.38373,1.38311,COST_DISTANCE_REJECT,0,0,,,0,0.0015,0,0.0017,0,0.00199,,0.294,1745019638659,1745019635643,2
tstech_discovery_r2_202504_USDCHF_mh_490,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,13644,1745019641750,1745019660181,3,1,0.000226816247,1745019660574,0.81588,0.81677,0.81677,0.00089,0.0001,1e-05,0,0.00023,0.81654,0.817,COST_DISTANCE_REJECT,0,0,,,0,0.00102,0,0.00102,0,0.0014,,0.331,1745019660181,1745019641515,2
tstech_discovery_r2_202504_GBPUSD_mh_493,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,GBPUSD,13659,1745019929500,1745019930839,3,1,0.000407402811,1745019932385,1.32966,1.3299,1.3299,0.00024,0.0001,1e-05,0,0.00041,1.32949,1.33031,COST_DISTANCE_REJECT,0,0,,,0,0.00082,0,0.00082,0,0.00308,,22.376,1745019930839,1745019929334,2
tstech_discovery_r2_202504_USDJPY_mh_540,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,13664,1745020015500,1745020020039,3,1,0.031523127752,1745020020125,142.134,142.281,142.134,0.147,0.01,0.001,0,0.032,142.166,142.102,COST_DISTANCE_REJECT,0,0,,,0,0.145,0,0.145,0,0.145,,1.008,1745020020039,1745020015000,2
tstech_discovery_r2_202504_EURUSD_mh_369,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,13683,1745194484500,1745194486163,3,1,0.000216803064,1745194486163,1.13943,1.14059,1.14059,0.00116,0.0001,1e-05,0,0.00022,1.14037,1.14081,COST_DISTANCE_REJECT,0,0,,,0,0.00116,0,0.00116,0.00011,0.00116,,0.877,1745194486163,1745194484153,2
tstech_discovery_r2_202504_USDCHF_mh_491,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13684,1745194501500,1745194502056,3,1,0.000439968968,1745194502620,0.81553,0.81785,0.81553,0.00232,0.0001,1e-05,0,0.00044,0.81597,0.81509,COST_DISTANCE_REJECT,0,0,,,0,0.00262,0,0.00262,0,0.00262,,4.96,1745194502056,1745194501304,2
tstech_discovery_r2_202504_GBPUSD_mh_494,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,GBPUSD,13685,1745194569250,1745194569646,3,1,0.000596664168,1745194569718,1.32812,1.32946,1.32812,0.00134,0.0001,1e-05,0,0.0006,1.32872,1.32752,COST_DISTANCE_REJECT,0,0,,,0,0.00142,0,0.00144,0,0.00145,,3.283,1745194569646,1745194568967,2
tstech_discovery_r2_202504_USDJPY_mh_541,-1,-0.34903240873589,-0.57366167947715,-0.34903240873589,USDJPY,13686,1745194577500,1745194580351,3,1,0.057700583798,1745194580637,141.78,141.887,141.78,0.107,0.01,0.001,0,0.058,141.838,141.722,COST_DISTANCE_REJECT,0,0,,,0,0.156,0,0.156,0.02,0.156,,0.287,1745194580351,1745194577323,2
tstech_discovery_r2_202504_EURUSD_mh_370,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,EURUSD,13690,1745195729000,1745195729416,3,1,0.000418194411,1745195729416,1.14128,1.14223,1.14223,0.00095,0.0001,1e-05,0,0.00042,1.14181,1.14265,COST_DISTANCE_REJECT,0,0,,,0,0.00113,0,0.00202,0,0.00274,,0.604,1745195729416,1745195728746,2
tstech_discovery_r2_202504_USDCHF_mh_492,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,13691,1745195999500,1745196000190,3,1,0.000466180592,1745196001617,0.81628,0.81713,0.81628,0.00085,0.0001,1e-05,0,0.00047,0.81675,0.81581,COST_DISTANCE_REJECT,0,0,,,0,0.00082,0,0.00133,0,0.00136,,2.001,1745196000190,1745195999378,2
