event_id,market_cluster_id,response_episode_id,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741880845250_12524,5203,1364,0.00015,0.00042,25933,81363,1741880887407.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1741880845750_12527,5203,1364,0.0001,0.00047,25433,80863,1741880860848.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741880845500_12525,5203,1364,0.00015,0.00042,25683,81113,1741880860848.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741880845250_12522,5203,1364,0.00021,0.00063,25829,96303,1741880880144.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741880845500_12526,5203,1364,0.00028,0.00056,25579,96053,1741880876803.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741880845750_12528,5203,1364,0.00022,0.00062,25329,95803,1741880876803.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741880845250_12521,5203,1364,5e-05,0.000205,25987,81527,1741880845489.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741880845250_12523,5203,1364,2e-05,0.000315,4832,55838,1741880845897.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741881015750_12531,5204,1365,5e-05,0.000195,48847,120157,1741881016638.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741881015250_12529,5204,1365,0.0,0.00027,0,45827,1741881019190.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741881015500_12530,5204,1365,0.0,0.00024,0,45577,1741881015917.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881381500_12532,5205,1366,0.0295,0.099,35508,97158,1741881421742.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881381750_12533,5205,1366,0.0295,0.099,35258,96908,1741881421742.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741881421250_12534,5206,1366,0.000435,0.000325,28433,120252,1741881487007.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741881442000_12535,5207,1366,0.000185,0.000575,7683,99502,1741881460255.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881449750_12536,5208,1366,0.0745,0.009,28908,1101,1741881450851.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741881450000_12537,5208,1366,0.0775,0.006,28658,851,1741881450851.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881453500_12538,5209,1366,0.0695,0.0,25158,0,1741881453738.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741881460250_12540,5210,1366,0.0125,0.041,18408,11037,1741881462538.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881460000_12539,5210,1366,0.0155,0.038,18658,11287,1741881462538.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741881460500_12541,5210,1366,0.014,0.0395,18158,10787,1741881469474.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741881476750_12543,5211,1366,0.0105,0.0365,1908,34536,1741881483062.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881476500_12542,5211,1366,0.0125,0.0345,2158,34786,1741881483062.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741881603000_12544,5212,1367,0.00045,2e-05,71636,3259,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881615250_12545,5213,1367,0.0635,0.056,47120,111079,1741881721953.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881615500_12546,5213,1367,0.063,0.0565,46870,110829,1741881617010.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741881615750_12547,5213,1367,0.062,0.0575,46620,110579,1741881617010.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741881616000_12548,5213,1367,0.06,0.0595,46370,110329,1741881721953.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741881718250_12549,5214,1367,0.00066,3e-05,114887,6209,1741881721127.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741881750750_12550,5215,1367,0.0415,0.0035,58859,1088,1741881751109.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741881751000_12551,5215,1367,0.0385,0.0065,58609,838,1741881751354.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741881941750_12552,5216,1368,0.000265,2.5e-05,61283,19551,1741881957653.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741882098750_12553,5217,1369,9.5e-05,7.5e-05,62270,120617,1741882104899.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741882202500_12554,5218,1369,0.00028,0.00012,45319,6651,1741882204594.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741882511250_12555,5219,1370,0.00011,0.0002,115529,24367,1741882514810.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741882511500_12556,5219,1370,0.00011,0.0002,115279,24117,1741882514543.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741883044000_12557,5220,1371,0.00032,1e-05,84324,1642,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741883044250_12558,5220,1371,0.000285,4.5e-05,84074,1392,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741883231000_12559,5221,1372,0.0075,0.074,1697,116498,1741883237944.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741883430500_12560,5222,1373,0.0,0.065,0,42466,1741883431082.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741883849250_12561,5223,1374,0.018,0.031,17605,101248,1741883849882.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741883849500_12562,5223,1374,0.017,0.032,17355,100998,1741883850101.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741883953250_12563,5224,1374,6e-05,0.00019,20152,79054,1741883954051.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741884006250_12564,5225,1374,0.0275,0.037,33214,55916,1741884012282.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741884054500_12566,5226,1374,1e-05,0.00046,1889,117105,1741884066203.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741884054250_12565,5226,1374,1e-05,0.00046,2139,117355,1741884066203.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741884190000_12567,5227,1375,0.0445,0.0235,77429,100816,1741884190268.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741884190250_12568,5227,1375,0.0445,0.0235,77179,100566,1741884190480.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741884197500_12569,5228,1375,5e-06,0.000495,32667,106807,1741884198274.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741884197250_12570,5229,1375,0.0,0.000255,0,55691,1741884200779.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741884197500_12571,5229,1375,0.0,0.000255,0,55441,1741884200779.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741884350250_12572,5230,1376,6e-05,0.00022,117182,18375,1741884354454.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741884393750_12573,5231,1376,0.011,0.042,38660,113985,1741884396342.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741884425250_12574,5232,1376,0.0325,0.023,7160,116947,1741884425692.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741884630750_12575,5233,1377,0.0595,0.001,21801,616,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741884631000_12576,5233,1377,0.0605,0.0,21551,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741884631250_12577,5233,1377,0.0605,0.0,21301,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741884650250_12581,5234,1377,0.000145,0.00022,19022,53606,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741884650500_12582,5234,1377,0.000145,0.00022,18772,53356,1741884652498.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741884651250_12587,5234,1377,0.000165,0.0002,18022,52606,1741884652498.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741884650750_12585,5234,1377,0.00013,0.000235,18522,53106,1741884652498.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741884651000_12586,5234,1377,0.00013,0.000235,18272,52856,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741884650250_12579,5234,1377,5e-06,0.000415,447,53745,1741884650697.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741884650000_12578,5234,1377,0.00011,0.00031,5068,35645,1741884665542.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1741884650500_12584,5234,1377,5e-05,0.00037,4568,35145,1741884659638.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741884650250_12583,5234,1377,5e-05,0.00037,4818,35395,1741884659638.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741884650500_12580,5234,1377,0.00013,0.00037,226,53284,1741884697395.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741884698000_12588,5235,1377,0.0002,5e-05,5784,325,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741884698250_12589,5235,1377,0.00025,0.0,5534,0,1741884698591.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741884878000_12590,5236,1378,0.0255,0.0025,88024,4715,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741885016250_12591,5237,1379,0.034,0.016,86378,16119,1741885017494.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741885201000_12592,5238,1380,0.0,0.000535,0,93736,1741885204890.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741885481000_12593,5239,1381,0.00016,0.0002,79423,6863,1741885486718.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741885481250_12594,5239,1381,0.000165,0.000195,79173,6613,1741885486718.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741885519000_12595,5240,1381,0.00052,0.00016,111359,43397,1741885545019.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741885519250_12596,5240,1381,0.000525,0.000155,111109,43147,1741885545019.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741885519500_12597,5240,1381,0.00049,0.00019,110859,42897,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741885561250_12598,5241,1381,9e-05,0.00059,1147,69109,1741885561519.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741885930250_12599,5242,1382,0.055,0.0215,84983,115852,1741886043555.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741885930500_12600,5242,1382,0.055,0.0215,84733,115602,1741886043555.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741886075500_12602,5243,1383,0.0215,0.0285,107085,32558,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741886075750_12606,5243,1383,0.018,0.032,106835,32308,1741886076998.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741886075250_12601,5243,1383,0.00061,0.00041,111292,32767,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741886075500_12603,5243,1383,0.000695,0.000325,111042,32517,1741886075888.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741886076000_12609,5243,1383,0.000735,0.000285,110542,32017,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741886075750_12605,5243,1383,0.00073,0.00029,110792,32267,1741886076208.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741886076000_12607,5243,1383,0.018,0.032,106585,32058,1741886076998.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741886076250_12610,5243,1383,0.0205,0.0295,106335,31808,1741886076529.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741886076250_12612,5243,1383,0.00028,0.00032,26819,112174,1741886139569.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741886076500_12613,5243,1383,0.024,0.026,106085,31558,1741886076998.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741886075500_12604,5243,1383,0.0,0.00024,0,32496,1741886076045.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741886076250_12611,5243,1383,1e-05,0.00036,26381,77961,1741886076739.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741886075750_12608,5243,1383,0.0,0.00023,0,32246,1741886076311.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741886109000_12616,5244,1383,0.0,0.000785,0,77542,1741886111214.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741886108750_12615,5244,1383,0.0065,0.0335,50270,73835,1741886109120.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741886108500_12614,5244,1383,7e-05,0.00012,101425,79741,1741886108883.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741886109000_12617,5244,1383,0.00013,6e-05,79241,100925,1741886116611.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741886253500_12618,5245,1384,0.00016,0.00066,44901,116919,1741886255704.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741886621500_12619,5246,1385,0.014,0.042,40271,107203,1741886680798.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741886621750_12620,5246,1385,0.015,0.041,40021,106953,1741886622676.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741886622000_12621,5246,1385,0.0145,0.0415,39771,106703,1741886686553.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741886704250_12622,5247,1385,0.00062,1e-05,109880,3483,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741886891250_12623,5248,1386,0.000185,0.00014,116116,85080,1741886892500.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741886924250_12624,5249,1386,0.00027,0.00034,74268,115448,1741886925423.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741886924000_12625,5250,1386,0.00035,0.0,124242,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741886924750_12628,5250,1386,0.0003,4e-05,123492,19653,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741886924500_12627,5250,1386,0.00033,1e-05,123742,19903,1741886928137.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741886924250_12626,5250,1386,0.00035,0.0,123992,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741886940250_12629,5251,1386,0.000105,0.000705,58268,114701,1741886942232.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741887209250_12631,5252,1387,0.03,0.0255,52782,23079,1741887209651.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741887209250_12630,5252,1387,0.000155,0.00037,10777,13884,1741887209500.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741887223500_12632,5253,1387,0.000105,0.000265,55378,10444,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741887223750_12633,5253,1387,0.00018,0.00019,55128,10194,1741887224040.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741887224000_12634,5253,1387,0.00019,0.00018,54878,9944,1741887224301.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741887223750_12635,5253,1387,0.00022,0.00022,13835,119907,1741887224301.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1741887224000_12636,5253,1387,0.00022,0.00022,13585,119657,1741887224301.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741887224250_12638,5253,1387,0.000245,0.000125,54628,9694,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1741887224000_12637,5253,1387,9e-05,7e-05,12062,9862,1741887233862.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741887234250_12639,5254,1387,0.00013,0.000215,117563,44628,1741887234690.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741887234500_12640,5254,1387,0.000145,0.0002,117313,44378,1741887234928.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1741887235000_12642,5254,1387,0.00011,0.00035,2585,116792,1741887242417.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741887234750_12641,5254,1387,0.00011,0.00035,2835,117042,1741887242417.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741887447750_12643,5255,1388,0.00016,8e-05,115096,41667,1741887479485.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741887923500_12644,5256,1389,0.026,0.0225,49805,99058,1741887924368.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741888474000_12645,5257,1390,0.0405,0.002,120261,27435,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741888792750_12646,5258,1391,0.00036,0.0,40576,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741888796500_12647,5259,1391,0.00018,0.0,65086,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741888796750_12649,5259,1391,0.00015,3e-05,64836,3971,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741888796500_12648,5259,1391,0.00026,0.00017,102578,60207,1741888797683.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741888802250_12650,5260,1391,0.009,0.048,791,78738,1741888805577.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741888802500_12651,5260,1391,0.0005,0.0565,541,78488,1741888805577.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741888802750_12652,5260,1391,0.0005,0.0565,291,78238,1741888839420.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741888802500_12653,5260,1391,8.5e-05,0.000205,30826,80008,1741888805235.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741888840000_12655,5261,1391,0.0165,0.0235,40988,22535,1741888840374.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741888839750_12654,5261,1391,0.0165,0.0235,41238,22785,1741888842120.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741889235500_12656,5262,1392,3e-05,0.00045,1912,85974,1741889245715.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741889507250_12657,5263,1393,0.063,0.007,77157,17948,1741889525198.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741889794000_12658,5264,1394,0.00027,5e-05,107141,5095,1741889796167.0,DISCOVERY
