cohort,router_decision,candidates,wins,losses,win_rate,net,PF,avg_R,avg_MFE_R,avg_MAE_R,reached_1R_pct,reached_2R_pct,false_return_pct,avg_h4_fib,avg_sl_atr,avg_touch_count,avg_close_strength,avg_close_distance_atr,avg_context_score_v0,feature,bucket
2026_q1_avoided_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-315.97,0.0,-1.0,1.229,1.12,71.43,0.0,42.86,50.68,2.01,6.14,0.527,0.709,3.71,body_atr_bucket,1.00+_overextended
2026_q1_avoided_loser_dirty_weak,dirty_skipped,17,0,17,0.0,-785.01,0.0,-1.0,0.82,1.273,23.53,0.0,76.47,51.39,1.631,9.71,0.281,0.264,2.35,body_atr_bucket,<0.25_small_body
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-476.63,0.0,-1.0,0.784,1.252,30.0,0.0,70.0,51.3,1.554,9.0,0.827,0.369,5.3,body_atr_bucket,0.25-0.60_normal
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-79.25,0.0,-1.0,0.557,1.421,50.0,0.0,100.0,50.95,1.9,8.0,0.85,0.345,5.0,body_atr_bucket,0.60-1.00_large
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-88.44,0.0,-1.0,1.227,1.558,50.0,0.0,100.0,53.09,1.36,8.0,0.825,0.115,4.0,body_atr_bucket,1.00+_overextended
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,11,0,11,0.0,-503.66,0.0,-1.0,0.791,1.344,36.36,0.0,63.64,50.27,1.633,8.18,0.779,0.364,4.55,body_atr_bucket,<0.25_small_body
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,393.8,,2.0,2.522,0.649,100.0,100.0,50.0,49.88,1.788,12.0,0.617,0.688,3.5,body_atr_bucket,0.25-0.60_normal
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,392.07,,2.0,2.047,0.795,100.0,100.0,50.0,53.62,1.75,5.0,0.515,0.542,5.5,body_atr_bucket,0.60-1.00_large
2026_q1_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,393.93,,2.0,2.08,0.712,100.0,100.0,75.0,50.18,1.518,8.0,0.152,0.438,3.5,body_atr_bucket,1.00+_overextended
2026_q1_removed_winner_dirty_weak,dirty_skipped,7,7,0,100.0,663.64,,2.0,2.221,0.365,100.0,100.0,28.57,49.25,1.539,10.14,0.287,0.273,2.43,body_atr_bucket,<0.25_small_body
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,196.3,,2.0,2.091,0.523,100.0,100.0,50.0,57.05,1.675,5.0,0.57,0.755,5.5,body_atr_bucket,0.25-0.60_normal
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,245.11,,2.0,2.121,0.442,100.0,66.67,33.33,52.97,1.323,7.0,0.723,0.2,5.67,body_atr_bucket,0.60-1.00_large
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,195.6,,2.0,2.296,0.484,100.0,100.0,50.0,57.41,1.885,9.0,0.725,0.69,4.5,body_atr_bucket,1.00+_overextended
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,288.93,,2.0,2.153,0.638,100.0,100.0,66.67,48.24,1.577,10.0,0.643,0.257,4.0,body_atr_bucket,<0.25_small_body
2025-02_other_dirty_weak,dirty_skipped,8,2,6,25.0,-86.9,0.686,-0.25,3.124,0.889,37.5,25.0,50.0,52.44,1.73,7.75,0.411,0.296,4.5,body_ratio_bucket,0.30-0.60_mixed
2025-02_other_dirty_weak,dirty_skipped,10,4,6,40.0,80.59,1.282,0.2,1.245,0.97,50.0,40.0,50.0,51.21,1.815,8.9,0.262,0.492,3.6,body_ratio_bucket,0.60+_body
2025-02_other_dirty_weak,dirty_skipped,9,2,7,22.22,-132.26,0.598,-0.333,1.248,0.875,22.22,22.22,55.56,51.48,1.546,7.22,0.33,0.272,2.67,body_ratio_bucket,<0.30_wicky
2025-02_other_dirty_weak,weak_routed_to_retest,5,2,3,40.0,44.78,1.314,0.2,2.661,0.737,40.0,40.0,60.0,48.86,1.8,7.8,0.714,0.658,5.4,body_ratio_bucket,0.30-0.60_mixed
2025-02_other_dirty_weak,weak_routed_to_retest,4,3,1,75.0,235.36,5.79,1.25,3.744,0.403,75.0,75.0,25.0,45.05,1.787,7.25,0.927,0.917,5.0,body_ratio_bucket,0.60+_body
2025-02_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-94.29,0.0,-1.0,0.0,1.599,0.0,0.0,100.0,56.2,1.615,11.0,0.79,0.25,4.0,body_ratio_bucket,<0.30_wicky
2025-08_other_dirty_weak,dirty_skipped,4,1,3,25.0,-42.47,0.685,-0.25,0.997,0.918,50.0,25.0,50.0,53.16,1.837,12.75,0.487,0.208,3.5,body_ratio_bucket,0.30-0.60_mixed
2025-08_other_dirty_weak,dirty_skipped,4,1,3,25.0,-47.23,0.66,-0.25,0.739,1.44,25.0,25.0,100.0,44.34,1.953,7.0,0.463,0.6,3.75,body_ratio_bucket,0.60+_body
2025-08_other_dirty_weak,dirty_skipped,6,6,0,100.0,552.09,,2.0,2.101,0.636,100.0,100.0,50.0,51.23,1.835,6.17,0.472,0.213,2.83,body_ratio_bucket,<0.30_wicky
2025-08_other_dirty_weak,weak_routed_to_retest,1,1,0,100.0,91.72,,2.0,2.255,0.222,100.0,100.0,0.0,52.52,1.81,13.0,0.68,0.32,6.0,body_ratio_bucket,0.30-0.60_mixed
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-44.92,0.0,-1.0,0.523,1.0,0.0,0.0,100.0,40.18,1.96,9.0,0.86,0.22,4.0,body_ratio_bucket,0.60+_body
2025-08_other_dirty_weak,weak_routed_to_retest,3,1,2,33.33,4.46,1.047,0.0,0.961,1.714,33.33,33.33,100.0,48.59,1.6,8.33,0.677,0.397,3.0,body_ratio_bucket,<0.30_wicky
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-94.97,0.0,-1.0,0.302,1.264,0.0,0.0,100.0,46.09,2.16,7.5,0.65,0.23,3.5,body_ratio_bucket,0.30-0.60_mixed
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-186.72,0.0,-1.0,0.752,1.196,25.0,0.0,75.0,43.12,1.79,6.5,0.077,0.195,3.75,body_ratio_bucket,0.60+_body
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-144.39,0.0,-1.0,0.94,1.138,33.33,0.0,66.67,46.56,1.7,6.0,0.44,0.18,3.33,body_ratio_bucket,<0.30_wicky
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,body_ratio_bucket,0.30-0.60_mixed
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-47.32,0.0,-1.0,0.07,1.112,0.0,0.0,100.0,46.41,1.9,3.0,0.84,0.37,6.0,body_ratio_bucket,0.60+_body
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-45.42,0.0,-1.0,0.004,1.01,0.0,0.0,100.0,43.85,1.66,3.0,0.78,0.3,6.0,body_ratio_bucket,<0.30_wicky
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,254.07,,2.0,2.127,0.64,100.0,100.0,66.67,53.35,1.8,11.67,0.663,0.217,3.33,body_ratio_bucket,0.60+_body
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,384.33,,2.0,2.109,0.276,100.0,100.0,25.0,58.38,1.683,8.75,0.402,0.452,2.5,body_ratio_bucket,<0.30_wicky
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,199.9,,2.0,2.087,0.499,100.0,100.0,50.0,50.02,1.04,10.0,0.675,0.325,4.5,body_ratio_bucket,0.30-0.60_mixed
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,193.66,,2.0,2.167,0.379,100.0,100.0,50.0,44.77,1.27,10.0,0.505,0.22,3.5,body_ratio_bucket,<0.30_wicky
2026_q1_avoided_loser_dirty_weak,dirty_skipped,20,0,20,0.0,-919.86,0.0,-1.0,0.948,1.223,45.0,0.0,70.0,49.99,1.689,7.1,0.488,0.346,4.45,body_ratio_bucket,0.30-0.60_mixed
2026_q1_avoided_loser_dirty_weak,dirty_skipped,20,0,20,0.0,-921.1,0.0,-1.0,0.76,1.161,40.0,0.0,65.0,48.04,1.856,7.95,0.461,0.471,4.05,body_ratio_bucket,0.60+_body
2026_q1_avoided_loser_dirty_weak,dirty_skipped,17,0,17,0.0,-784.02,0.0,-1.0,0.825,1.225,23.53,0.0,70.59,51.62,1.699,9.65,0.285,0.403,2.35,body_ratio_bucket,<0.30_wicky
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-469.97,0.0,-1.0,0.885,1.252,40.0,0.0,80.0,50.04,1.498,9.1,0.775,0.32,5.0,body_ratio_bucket,0.30-0.60_mixed
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-237.98,0.0,-1.0,0.736,1.411,40.0,0.0,80.0,53.78,1.684,7.0,0.866,0.25,4.8,body_ratio_bucket,0.60+_body
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-440.03,0.0,-1.0,0.758,1.368,30.0,0.0,60.0,50.48,1.662,8.6,0.811,0.416,4.7,body_ratio_bucket,<0.30_wicky
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,197.4,,2.0,2.939,0.657,100.0,100.0,50.0,51.84,1.54,11.5,0.64,0.6,3.5,body_ratio_bucket,0.30-0.60_mixed
2026_q1_removed_winner_dirty_weak,dirty_skipped,8,8,0,100.0,786.0,,2.0,2.064,0.753,100.0,100.0,62.5,51.91,1.634,6.5,0.334,0.49,4.5,body_ratio_bucket,0.60+_body
2026_q1_removed_winner_dirty_weak,dirty_skipped,9,9,0,100.0,860.04,,2.0,2.195,0.427,100.0,100.0,33.33,48.95,1.649,10.67,0.356,0.384,2.67,body_ratio_bucket,<0.30_wicky
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,191.25,,2.0,2.268,0.598,100.0,100.0,50.0,55.88,1.385,5.5,0.705,0.3,6.0,body_ratio_bucket,0.30-0.60_mixed
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,347.38,,2.0,2.152,0.488,100.0,75.0,50.0,54.4,1.663,8.5,0.723,0.45,5.0,body_ratio_bucket,0.60+_body
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,387.31,,2.0,2.114,0.527,100.0,100.0,50.0,50.79,1.6,8.5,0.598,0.465,4.25,body_ratio_bucket,<0.30_wicky
2025-02_other_dirty_weak,dirty_skipped,5,3,2,60.0,182.67,2.935,0.8,3.389,0.563,60.0,60.0,20.0,49.75,1.998,7.6,0.498,0.496,4.2,directional_wick_bucket,0.20-0.45_mixed_wick
2025-02_other_dirty_weak,dirty_skipped,9,2,7,22.22,-127.9,0.606,-0.333,1.253,0.872,22.22,22.22,55.56,51.82,1.544,7.67,0.303,0.261,2.44,directional_wick_bucket,0.45+_large_wick
2025-02_other_dirty_weak,dirty_skipped,13,3,10,23.08,-193.34,0.59,-0.308,1.573,1.079,38.46,23.08,61.54,52.29,1.693,8.38,0.282,0.378,4.08,directional_wick_bucket,<0.20_clean_wick
2025-02_other_dirty_weak,weak_routed_to_retest,3,1,2,33.33,2.28,1.024,0.0,0.734,0.701,33.33,33.33,66.67,51.91,1.89,11.0,0.697,0.477,5.0,directional_wick_bucket,0.20-0.45_mixed_wick
2025-02_other_dirty_weak,weak_routed_to_retest,8,4,4,50.0,183.57,1.96,0.5,3.26,0.799,50.0,50.0,50.0,47.65,1.714,7.12,0.846,0.754,5.0,directional_wick_bucket,<0.20_clean_wick
2025-08_other_dirty_weak,dirty_skipped,5,2,3,40.0,46.7,1.346,0.2,0.916,0.945,40.0,40.0,100.0,44.66,1.9,9.4,0.346,0.348,3.2,directional_wick_bucket,0.20-0.45_mixed_wick
2025-08_other_dirty_weak,dirty_skipped,5,4,1,80.0,326.89,8.347,1.4,2.006,0.674,100.0,80.0,40.0,53.17,1.882,8.2,0.406,0.248,2.4,directional_wick_bucket,0.45+_large_wick
2025-08_other_dirty_weak,dirty_skipped,4,2,2,50.0,88.8,1.943,0.5,1.235,1.289,50.0,50.0,50.0,52.05,1.815,7.0,0.717,0.383,4.5,directional_wick_bucket,<0.20_clean_wick
2025-08_other_dirty_weak,weak_routed_to_retest,1,1,0,100.0,91.72,,2.0,2.255,0.222,100.0,100.0,0.0,52.52,1.81,13.0,0.68,0.32,6.0,directional_wick_bucket,0.20-0.45_mixed_wick
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-45.52,0.0,-1.0,0.654,1.412,0.0,0.0,100.0,38.56,1.99,9.0,0.55,0.16,1.0,directional_wick_bucket,0.45+_large_wick
2025-08_other_dirty_weak,weak_routed_to_retest,3,1,2,33.33,5.06,1.054,0.0,0.917,1.577,33.33,33.33,100.0,49.13,1.59,8.33,0.78,0.417,4.0,directional_wick_bucket,<0.20_clean_wick
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-191.07,0.0,-1.0,0.26,1.149,0.0,0.0,100.0,43.07,2.152,8.0,0.365,0.193,3.25,directional_wick_bucket,0.20-0.45_mixed_wick
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-93.99,0.0,-1.0,0.941,1.06,50.0,0.0,50.0,49.92,1.455,6.0,0.25,0.12,3.0,directional_wick_bucket,0.45+_large_wick
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-141.02,0.0,-1.0,1.171,1.336,33.33,0.0,66.67,44.07,1.687,5.0,0.323,0.257,4.33,directional_wick_bucket,<0.20_clean_wick
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,directional_wick_bucket,0.20-0.45_mixed_wick
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.74,0.0,-1.0,0.037,1.061,0.0,0.0,100.0,45.13,1.78,3.0,0.81,0.335,6.0,directional_wick_bucket,<0.20_clean_wick
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,289.93,,2.0,2.115,0.332,100.0,100.0,33.33,59.18,1.767,9.0,0.22,0.583,1.67,directional_wick_bucket,0.45+_large_wick
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,348.47,,2.0,2.119,0.507,100.0,100.0,50.0,54.01,1.708,10.75,0.735,0.177,3.75,directional_wick_bucket,<0.20_clean_wick
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,393.56,,2.0,2.127,0.439,100.0,100.0,50.0,47.4,1.155,10.0,0.59,0.273,4.0,directional_wick_bucket,0.20-0.45_mixed_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,16,0,16,0.0,-729.52,0.0,-1.0,0.801,1.163,31.25,0.0,75.0,50.49,1.714,8.0,0.404,0.266,4.44,directional_wick_bucket,0.20-0.45_mixed_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,18,0,18,0.0,-829.89,0.0,-1.0,0.92,1.204,38.89,0.0,66.67,50.75,1.714,9.06,0.248,0.409,2.5,directional_wick_bucket,0.45+_large_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,23,0,23,0.0,-1065.57,0.0,-1.0,0.818,1.227,39.13,0.0,65.22,48.56,1.805,7.57,0.561,0.503,4.09,directional_wick_bucket,<0.20_clean_wick
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,8,0,8,0.0,-346.22,0.0,-1.0,0.817,1.285,37.5,0.0,87.5,50.17,1.561,8.62,0.734,0.372,4.38,directional_wick_bucket,0.20-0.45_mixed_wick
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,17,0,17,0.0,-801.76,0.0,-1.0,0.799,1.352,35.29,0.0,64.71,51.34,1.619,8.41,0.842,0.331,5.06,directional_wick_bucket,<0.20_clean_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,295.45,,2.0,2.12,0.73,100.0,100.0,66.67,48.73,1.56,8.0,0.273,0.623,4.0,directional_wick_bucket,0.20-0.45_mixed_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,9,9,0,100.0,861.2,,2.0,2.19,0.424,100.0,100.0,33.33,48.95,1.639,10.67,0.322,0.417,2.44,directional_wick_bucket,0.45+_large_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,7,7,0,100.0,686.79,,2.0,2.296,0.739,100.0,100.0,57.14,53.25,1.651,7.29,0.49,0.423,4.71,directional_wick_bucket,<0.20_clean_wick
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,9,9,0,100.0,827.98,,2.0,2.168,0.558,100.0,88.89,44.44,52.71,1.596,8.22,0.672,0.377,4.89,directional_wick_bucket,0.20-0.45_mixed_wick
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,97.96,,2.0,2.082,0.234,100.0,100.0,100.0,58.18,1.46,5.0,0.64,0.87,5.0,directional_wick_bucket,<0.20_clean_wick
2025-02_other_dirty_weak,dirty_skipped,7,0,7,0.0,-328.67,0.0,-1.0,0.73,1.394,0.0,0.0,57.14,53.31,1.506,8.0,0.421,0.389,4.0,mfe_bucket,0.5-1R
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-46.87,0.0,-1.0,1.024,1.053,100.0,0.0,100.0,59.74,1.92,7.0,0.09,0.4,5.0,mfe_bucket,1-1.5R
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-45.63,0.0,-1.0,1.799,1.569,100.0,0.0,100.0,56.43,1.33,10.0,0.59,0.09,3.0,mfe_bucket,1.5-2R
2025-02_other_dirty_weak,dirty_skipped,8,8,0,100.0,752.24,,2.0,4.764,0.151,100.0,100.0,0.0,48.88,1.795,7.62,0.298,0.514,3.62,mfe_bucket,2R+
2025-02_other_dirty_weak,dirty_skipped,10,0,10,0.0,-469.64,0.0,-1.0,0.263,1.111,0.0,0.0,80.0,51.45,1.775,8.2,0.287,0.242,3.1,mfe_bucket,<0.5R
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.14,0.0,-1.0,0.996,1.079,0.0,0.0,100.0,48.81,1.43,7.0,0.97,0.21,6.0,mfe_bucket,0.5-1R
2025-02_other_dirty_weak,weak_routed_to_retest,5,5,0,100.0,472.06,,2.0,5.372,0.198,100.0,100.0,0.0,44.57,1.89,7.0,0.764,1.15,4.4,mfe_bucket,2R+
2025-02_other_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-237.07,0.0,-1.0,0.086,1.284,0.0,0.0,100.0,53.05,1.7,9.6,0.814,0.3,5.4,mfe_bucket,<0.5R
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-45.47,0.0,-1.0,0.616,1.003,0.0,0.0,100.0,50.06,1.74,5.0,0.08,0.36,5.0,mfe_bucket,0.5-1R
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-44.49,0.0,-1.0,1.523,1.158,100.0,0.0,0.0,58.65,2.07,12.0,0.43,0.28,2.0,mfe_bucket,1.5-2R
2025-08_other_dirty_weak,dirty_skipped,8,8,0,100.0,736.0,,2.0,2.116,0.641,100.0,100.0,50.0,50.01,1.844,6.62,0.48,0.183,3.12,mfe_bucket,2R+
2025-08_other_dirty_weak,dirty_skipped,4,0,4,0.0,-183.65,0.0,-1.0,0.122,1.491,0.0,0.0,100.0,47.14,1.903,11.5,0.57,0.603,3.5,mfe_bucket,<0.5R
2025-08_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-90.44,0.0,-1.0,0.589,1.206,0.0,0.0,100.0,39.37,1.975,9.0,0.705,0.19,2.5,mfe_bucket,0.5-1R
2025-08_other_dirty_weak,weak_routed_to_retest,2,2,0,100.0,190.72,,2.0,2.2,0.333,100.0,100.0,50.0,56.4,1.465,10.0,0.815,0.215,5.5,mfe_bucket,2R+
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.02,0.0,-1.0,0.085,3.287,0.0,0.0,100.0,46.92,1.69,9.0,0.53,0.92,3.0,mfe_bucket,<0.5R
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-97.94,0.0,-1.0,0.923,1.417,0.0,0.0,50.0,43.11,2.15,5.0,0.485,0.365,4.5,mfe_bucket,0.5-1R
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-90.03,0.0,-1.0,1.771,1.14,100.0,0.0,50.0,50.98,1.245,7.0,0.125,0.035,3.0,mfe_bucket,1.5-2R
2025_10_removed_loser_dirty_weak,dirty_skipped,5,0,5,0.0,-238.11,0.0,-1.0,0.209,1.122,0.0,0.0,100.0,43.22,1.958,7.0,0.342,0.196,3.4,mfe_bucket,<0.5R
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,mfe_bucket,1-1.5R
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.74,0.0,-1.0,0.037,1.061,0.0,0.0,100.0,45.13,1.78,3.0,0.81,0.335,6.0,mfe_bucket,<0.5R
2025_10_removed_winner_dirty_weak,dirty_skipped,7,7,0,100.0,638.4,,2.0,2.117,0.432,100.0,100.0,42.86,56.23,1.733,10.0,0.514,0.351,2.86,mfe_bucket,2R+
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,393.56,,2.0,2.127,0.439,100.0,100.0,50.0,47.4,1.155,10.0,0.59,0.273,4.0,mfe_bucket,2R+
2026_q1_avoided_loser_dirty_weak,dirty_skipped,15,0,15,0.0,-675.16,0.0,-1.0,0.778,1.258,0.0,0.0,73.33,52.15,1.681,9.8,0.385,0.149,3.13,mfe_bucket,0.5-1R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,9,0,9,0.0,-401.35,0.0,-1.0,1.231,1.125,100.0,0.0,55.56,52.27,1.972,6.11,0.369,0.639,3.78,mfe_bucket,1-1.5R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,12,0,12,0.0,-575.3,0.0,-1.0,1.817,1.339,100.0,0.0,25.0,51.22,1.824,7.75,0.427,0.561,3.67,mfe_bucket,1.5-2R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,21,0,21,0.0,-973.17,0.0,-1.0,0.173,1.117,0.0,0.0,95.24,46.23,1.663,8.1,0.457,0.404,4.05,mfe_bucket,<0.5R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,6,0,6,0.0,-248.56,0.0,-1.0,0.739,1.398,0.0,0.0,66.67,53.64,1.662,9.17,0.827,0.315,4.83,mfe_bucket,0.5-1R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,4,0,4,0.0,-169.59,0.0,-1.0,1.249,1.334,100.0,0.0,75.0,54.06,1.69,9.5,0.853,0.352,5.0,mfe_bucket,1-1.5R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-240.36,0.0,-1.0,1.747,1.608,100.0,0.0,60.0,55.99,1.392,6.6,0.844,0.21,4.6,mfe_bucket,1.5-2R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-489.47,0.0,-1.0,0.194,1.15,0.0,0.0,80.0,45.61,1.633,8.6,0.76,0.426,4.9,mfe_bucket,<0.5R
2026_q1_removed_winner_dirty_weak,dirty_skipped,19,19,0,100.0,1843.44,,2.0,2.218,0.588,100.0,100.0,47.37,50.5,1.631,9.0,0.376,0.452,3.53,mfe_bucket,2R+
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,10,10,0,100.0,925.94,,2.0,2.16,0.526,100.0,90.0,50.0,53.25,1.582,7.9,0.669,0.426,4.9,mfe_bucket,2R+
2025-02_other_dirty_weak,dirty_skipped,17,0,17,0.0,-798.2,0.0,-1.0,0.481,1.117,5.88,0.0,70.59,52.71,1.731,8.0,0.295,0.323,3.47,mae_bucket,1-1.5R
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-45.63,0.0,-1.0,1.799,1.569,100.0,0.0,100.0,56.43,1.33,10.0,0.59,0.09,3.0,mae_bucket,1.5-2R
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-46.98,0.0,-1.0,0.581,2.934,0.0,0.0,100.0,51.43,0.78,9.0,0.9,0.05,5.0,mae_bucket,2R+
2025-02_other_dirty_weak,dirty_skipped,8,8,0,100.0,752.24,,2.0,4.764,0.151,100.0,100.0,0.0,48.88,1.795,7.62,0.298,0.514,3.62,mae_bucket,<0.5R
2025-02_other_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-239.39,0.0,-1.0,0.285,1.065,0.0,0.0,100.0,52.52,1.72,9.0,0.82,0.316,5.8,mae_bucket,1-1.5R
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.82,0.0,-1.0,0.0,2.175,0.0,0.0,100.0,51.43,1.33,10.0,0.94,0.13,4.0,mae_bucket,2R+
2025-02_other_dirty_weak,weak_routed_to_retest,5,5,0,100.0,472.06,,2.0,5.372,0.198,100.0,100.0,0.0,44.57,1.89,7.0,0.764,1.15,4.4,mae_bucket,<0.5R
2025-08_other_dirty_weak,dirty_skipped,5,5,0,100.0,456.14,,2.0,2.058,0.828,100.0,100.0,60.0,47.69,1.802,4.4,0.444,0.16,3.2,mae_bucket,0.5-1R
2025-08_other_dirty_weak,dirty_skipped,5,0,5,0.0,-224.94,0.0,-1.0,0.508,1.049,20.0,0.0,80.0,50.07,1.876,10.8,0.362,0.388,3.4,mae_bucket,1-1.5R
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.67,0.0,-1.0,0.089,2.879,0.0,0.0,100.0,46.92,2.04,9.0,0.98,1.11,4.0,mae_bucket,2R+
2025-08_other_dirty_weak,dirty_skipped,3,3,0,100.0,279.86,,2.0,2.211,0.329,100.0,100.0,33.33,53.88,1.913,10.33,0.54,0.22,3.0,mae_bucket,<0.5R
2025-08_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-90.44,0.0,-1.0,0.589,1.206,0.0,0.0,100.0,39.37,1.975,9.0,0.705,0.19,2.5,mae_bucket,1-1.5R
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.02,0.0,-1.0,0.085,3.287,0.0,0.0,100.0,46.92,1.69,9.0,0.53,0.92,3.0,mae_bucket,2R+
2025-08_other_dirty_weak,weak_routed_to_retest,2,2,0,100.0,190.72,,2.0,2.2,0.333,100.0,100.0,50.0,56.4,1.465,10.0,0.815,0.215,5.5,mae_bucket,<0.5R
2025_10_removed_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-331.33,0.0,-1.0,0.767,1.097,28.57,0.0,85.71,43.71,1.757,7.14,0.317,0.166,3.29,mae_bucket,1-1.5R
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-94.75,0.0,-1.0,0.532,1.524,0.0,0.0,50.0,49.16,2.14,4.5,0.355,0.31,4.5,mae_bucket,1.5-2R
