enabled_conditions,condition_count,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_m15_prev_extreme_bos+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,4,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_room_to_2r,5,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos+cond_room_to_2r,5,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,5,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,5,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,6,20,30.0,0.88,-0.093,-84.11,244.89,2.41,1.232,1.117,75.0,55.0,30.0,7,13,-31.81,-52.3,-0.12,-0.079,6,10,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:2;GBPUSD:2;USDJPY:11,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:1;2025-07:3;2025-08:1;2025-09:2;2025-10:1;2025-11:1,LONG:7;SHORT:13
cond_h4_bias_ma+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,3,27,29.63,0.83,-0.113,-162.16,406.11,3.98,1.256,1.126,74.07,59.26,29.63,12,15,-7.28,-154.88,-0.002,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:2;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:12;SHORT:15
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,27,29.63,0.83,-0.113,-162.16,406.11,3.98,1.256,1.126,74.07,59.26,29.63,12,15,-7.28,-154.88,-0.002,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:2;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:12;SHORT:15
cond_h4_bias_ma+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,4,27,29.63,0.83,-0.113,-162.16,406.11,3.98,1.256,1.126,74.07,59.26,29.63,12,15,-7.28,-154.88,-0.002,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:2;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:12;SHORT:15
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,27,29.63,0.83,-0.113,-162.16,406.11,3.98,1.256,1.126,74.07,59.26,29.63,12,15,-7.28,-154.88,-0.002,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:2;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:12;SHORT:15
cond_h4_bias_ma+cond_m15_prev_extreme_bos,2,28,28.57,0.787,-0.146,-213.2,457.15,4.48,1.22,1.13,71.43,57.14,28.57,13,15,-58.32,-154.88,-0.08,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:3;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:4;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:13;SHORT:15
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos,3,28,28.57,0.787,-0.146,-213.2,457.15,4.48,1.22,1.13,71.43,57.14,28.57,13,15,-58.32,-154.88,-0.08,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:3;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:4;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:13;SHORT:15
cond_h4_bias_ma+cond_true_bos_level+cond_m15_prev_extreme_bos,3,28,28.57,0.787,-0.146,-213.2,457.15,4.48,1.22,1.13,71.43,57.14,28.57,13,15,-58.32,-154.88,-0.08,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:3;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:4;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:13;SHORT:15
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos,4,28,28.57,0.787,-0.146,-213.2,457.15,4.48,1.22,1.13,71.43,57.14,28.57,13,15,-58.32,-154.88,-0.08,-0.202,6,10,AUDJPY:1;EURJPY:3;EURUSD:3;GBPJPY:3;GBPUSD:4;USDJPY:14,2025-01:4;2025-02:2;2025-03:2;2025-04:4;2025-06:2;2025-07:4;2025-08:4;2025-09:2;2025-10:1;2025-11:3,LONG:13;SHORT:15
cond_h4_bias_ma+cond_h4_fib_382_618+cond_m15_prev_extreme_bos,3,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos,4,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_true_bos_level+cond_m15_prev_extreme_bos,4,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,5,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos,5,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_bias_ma+cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,6,7,28.57,0.797,-0.147,-51.11,153.77,1.52,1.315,1.255,71.43,57.14,28.57,2,5,48.56,-99.67,0.494,-0.403,3,5,GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-04:1;2025-06:1;2025-08:1,LONG:2;SHORT:5
cond_h4_fib_382_618+cond_room_to_2r,2,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_room_to_2r,3,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_room_to_2r,3,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_true_bos_level+cond_room_to_2r,3,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_m15_prev_extreme_bos+cond_room_to_2r,3,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_true_bos_level+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_true_bos_level+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,4,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_room_to_2r,5,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos+cond_room_to_2r,5,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,5,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,5,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos+cond_room_to_2r,6,7,28.57,0.789,-0.147,-53.63,204.17,2.01,1.138,1.256,71.43,42.86,28.57,1,6,100.7,-154.33,2.005,-0.506,4,6,EURJPY:1;EURUSD:1;GBPUSD:1;USDJPY:4,2025-01:2;2025-02:1;2025-03:1;2025-04:1;2025-06:1;2025-07:1,LONG:1;SHORT:6
cond_h4_bias_ma+cond_h1_counter_wave_atr,2,39,28.21,0.782,-0.156,-302.02,743.0,7.12,1.278,1.091,71.79,58.97,28.21,18,21,-0.66,-301.36,-0.002,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:5;GBPJPY:3;GBPUSD:5;USDJPY:19,2025-01:5;2025-02:3;2025-03:4;2025-04:4;2025-06:3;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:6;2025-12:1,LONG:18;SHORT:21
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr,3,39,28.21,0.782,-0.156,-302.02,743.0,7.12,1.278,1.091,71.79,58.97,28.21,18,21,-0.66,-301.36,-0.002,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:5;GBPJPY:3;GBPUSD:5;USDJPY:19,2025-01:5;2025-02:3;2025-03:4;2025-04:4;2025-06:3;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:6;2025-12:1,LONG:18;SHORT:21
cond_h4_bias_ma+cond_h1_counter_wave_atr+cond_true_bos_level,3,39,28.21,0.782,-0.156,-302.02,743.0,7.12,1.278,1.091,71.79,58.97,28.21,18,21,-0.66,-301.36,-0.002,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:5;GBPJPY:3;GBPUSD:5;USDJPY:19,2025-01:5;2025-02:3;2025-03:4;2025-04:4;2025-06:3;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:6;2025-12:1,LONG:18;SHORT:21
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level,4,39,28.21,0.782,-0.156,-302.02,743.0,7.12,1.278,1.091,71.79,58.97,28.21,18,21,-0.66,-301.36,-0.002,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:5;GBPJPY:3;GBPUSD:5;USDJPY:19,2025-01:5;2025-02:3;2025-03:4;2025-04:4;2025-06:3;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:6;2025-12:1,LONG:18;SHORT:21
cond_h4_bias_ma,1,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
cond_h4_bias_ma+cond_h1_prev_extreme_break,2,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
cond_h4_bias_ma+cond_true_bos_level,2,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_true_bos_level,3,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,2,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,3,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,3,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,4,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
cond_h4_fib_382_618+cond_h1_counter_nwave,2,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave,3,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
